Value,Unit
4.68,Mbits/sec
4.95,Mbits/sec
4.15,Mbits/sec
4.91,Mbits/sec
3.41,Mbits/sec
2.88,Mbits/sec
3.58,Mbits/sec
4.35,Mbits/sec
3.45,Mbits/sec
4.1,Mbits/sec
3.45,Mbits/sec
2.42,Mbits/sec
3.65,Mbits/sec
2.06,Mbits/sec
2.75,Mbits/sec
2.35,Mbits/sec
1.47,Mbits/sec
0.58,Mbits/sec
0.18,Mbits/sec
2.24,Mbits/sec
5.29,Mbits/sec
8.42,Mbits/sec
8.82,Mbits/sec
7.96,Mbits/sec
7.45,Mbits/sec
7.78,Mbits/sec
5.74,Mbits/sec
5.7,Mbits/sec
6.6,Mbits/sec
1.87,Mbits/sec
2.85,Mbits/sec
0.46,Mbits/sec
0.79,Mbits/sec
1.47,Mbits/sec
1.84,Mbits/sec
4.2,Mbits/sec
6.57,Mbits/sec
2.76,Mbits/sec
4.86,Mbits/sec
4.99,Mbits/sec
3.67,Mbits/sec
4.41,Mbits/sec
3.23,Mbits/sec
4.37,Mbits/sec
7.38,Mbits/sec
5.84,Mbits/sec
7.27,Mbits/sec
6.71,Mbits/sec
7.36,Mbits/sec
7.66,Mbits/sec
6.25,Mbits/sec
6.66,Mbits/sec
6.85,Mbits/sec
5.47,Mbits/sec
2.31,Mbits/sec
3.96,Mbits/sec
3.63,Mbits/sec
4.57,Mbits/sec
4.14,Mbits/sec
5.69,Mbits/sec
5.45,Mbits/sec
5.64,Mbits/sec
5.56,Mbits/sec
3.32,Mbits/sec
5.28,Mbits/sec
3.83,Mbits/sec
5,Mbits/sec
3.69,Mbits/sec
3.71,Mbits/sec
3.2,Mbits/sec
2.21,Mbits/sec
4.18,Mbits/sec
2.01,Mbits/sec
0,Mbits/sec
3.42,Mbits/sec
4.14,Mbits/sec
1.72,Mbits/sec
3.09,Mbits/sec
3.54,Mbits/sec
2.66,Mbits/sec
3.25,Mbits/sec
3.14,Mbits/sec
3.8,Mbits/sec
3.31,Mbits/sec
3.03,Mbits/sec
3.14,Mbits/sec
3.77,Mbits/sec
4.17,Mbits/sec
3.92,Mbits/sec
5.08,Mbits/sec
5.41,Mbits/sec
0.89,Mbits/sec
2.42,Mbits/sec
4.75,Mbits/sec
5.77,Mbits/sec
5.39,Mbits/sec
2.55,Mbits/sec
0,Mbits/sec
3.86,Mbits/sec
3.39,Mbits/sec
0.63,Mbits/sec
2.44,Mbits/sec
0.49,Mbits/sec
0.77,Mbits/sec
0.85,Mbits/sec
0.65,Mbits/sec
0.39,Mbits/sec
0.59,Mbits/sec
0.57,Mbits/sec
0.55,Mbits/sec
0.73,Mbits/sec
0.51,Mbits/sec
5.4,Mbits/sec
7.39,Mbits/sec
11.1,Mbits/sec
11.6,Mbits/sec
11.4,Mbits/sec
11.7,Mbits/sec
7.87,Mbits/sec
13.4,Mbits/sec
4.95,Mbits/sec
0.16,Mbits/sec
6.47,Mbits/sec
1.92,Mbits/sec
1.36,Mbits/sec
3.13,Mbits/sec
2.92,Mbits/sec
2.34,Mbits/sec
2.03,Mbits/sec
2.83,Mbits/sec
1.68,Mbits/sec
1.62,Mbits/sec
1.42,Mbits/sec
1.13,Mbits/sec
0.74,Mbits/sec
1.66,Mbits/sec
3.03,Mbits/sec
1.63,Mbits/sec
1.09,Mbits/sec
1.49,Mbits/sec
1.61,Mbits/sec
1.27,Mbits/sec
0.62,Mbits/sec
0.63,Mbits/sec
0,Mbits/sec
0.01,Mbits/sec
1.27,Mbits/sec
0.13,Mbits/sec
0,Mbits/sec
0.01,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.61,Mbits/sec
1.4,Mbits/sec
1.09,Mbits/sec
1.01,Mbits/sec
2.02,Mbits/sec
1.6,Mbits/sec
1.64,Mbits/sec
2.41,Mbits/sec
1.18,Mbits/sec
1.63,Mbits/sec
2.16,Mbits/sec
2.67,Mbits/sec
2.37,Mbits/sec
1.4,Mbits/sec
1.75,Mbits/sec
2.61,Mbits/sec
1.86,Mbits/sec
2.04,Mbits/sec
3.9,Mbits/sec
1.54,Mbits/sec
4.05,Mbits/sec
1.96,Mbits/sec
3.62,Mbits/sec
2.66,Mbits/sec
1.75,Mbits/sec
2.06,Mbits/sec
1.25,Mbits/sec
1.83,Mbits/sec
2.45,Mbits/sec
1.22,Mbits/sec
1.9,Mbits/sec
1.25,Mbits/sec
1.99,Mbits/sec
1.92,Mbits/sec
1.82,Mbits/sec
2.17,Mbits/sec
1.29,Mbits/sec
1.15,Mbits/sec
2.48,Mbits/sec
1.76,Mbits/sec
1.47,Mbits/sec
1.41,Mbits/sec
0.27,Mbits/sec
1.73,Mbits/sec
0.87,Mbits/sec
2.19,Mbits/sec
0.72,Mbits/sec
0.93,Mbits/sec
0.45,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.95,Mbits/sec
0.57,Mbits/sec
0.55,Mbits/sec
0.53,Mbits/sec
0.61,Mbits/sec
1.04,Mbits/sec
0.65,Mbits/sec
0.79,Mbits/sec
0.68,Mbits/sec
0.4,Mbits/sec
0.09,Mbits/sec
0.52,Mbits/sec
0.49,Mbits/sec
0.87,Mbits/sec
0.6,Mbits/sec
1.04,Mbits/sec
0.72,Mbits/sec
0.31,Mbits/sec
0.05,Mbits/sec
0.01,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.49,Mbits/sec
0.98,Mbits/sec
0.88,Mbits/sec
0.89,Mbits/sec
0.86,Mbits/sec
0.55,Mbits/sec
0.14,Mbits/sec
0.06,Mbits/sec
0.01,Mbits/sec
0.11,Mbits/sec
0.37,Mbits/sec
0.77,Mbits/sec
0.36,Mbits/sec
0.63,Mbits/sec
0.66,Mbits/sec
0.63,Mbits/sec
0.12,Mbits/sec
0.5,Mbits/sec
0.5,Mbits/sec
0.08,Mbits/sec
0.1,Mbits/sec
0.01,Mbits/sec
0.24,Mbits/sec
0.74,Mbits/sec
0.15,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.01,Mbits/sec
7.11,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.08,Mbits/sec
0.58,Mbits/sec
0.21,Mbits/sec
0.45,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.36,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.68,Mbits/sec
0.67,Mbits/sec
0,Mbits/sec
0.12,Mbits/sec
0.1,Mbits/sec
0.14,Mbits/sec
0.56,Mbits/sec
0.84,Mbits/sec
0.41,Mbits/sec
0.57,Mbits/sec
0.2,Mbits/sec
0.79,Mbits/sec
0.18,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.01,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.03,Mbits/sec
0.11,Mbits/sec
0.01,Mbits/sec
0.1,Mbits/sec
0.07,Mbits/sec
0,Mbits/sec
0.18,Mbits/sec
0.12,Mbits/sec
0.01,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.01,Mbits/sec
0.03,Mbits/sec
0.31,Mbits/sec
0.34,Mbits/sec
0.4,Mbits/sec
0.17,Mbits/sec
0.05,Mbits/sec
0,Mbits/sec
0.2,Mbits/sec
0.05,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.25,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.02,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
4.92,Mbits/sec
6.43,Mbits/sec
5.73,Mbits/sec
0.26,Mbits/sec
1.52,Mbits/sec
3.07,Mbits/sec
3.66,Mbits/sec
0.6,Mbits/sec
2.87,Mbits/sec
3.83,Mbits/sec
3.87,Mbits/sec
4.95,Mbits/sec
5.25,Mbits/sec
5.13,Mbits/sec
6.51,Mbits/sec
7.49,Mbits/sec
5.45,Mbits/sec
4.67,Mbits/sec
5.66,Mbits/sec
4.88,Mbits/sec
5.93,Mbits/sec
6.76,Mbits/sec
6.57,Mbits/sec
6.98,Mbits/sec
7.41,Mbits/sec
7,Mbits/sec
8.54,Mbits/sec
5.02,Mbits/sec
5.75,Mbits/sec
0.98,Mbits/sec
6.83,Mbits/sec
7.55,Mbits/sec
9.23,Mbits/sec
9.75,Mbits/sec
9.46,Mbits/sec
9.5,Mbits/sec
9.59,Mbits/sec
10.8,Mbits/sec
7.59,Mbits/sec
7.26,Mbits/sec
6.85,Mbits/sec
6.33,Mbits/sec
6.82,Mbits/sec
4.35,Mbits/sec
4.73,Mbits/sec
5.75,Mbits/sec
6.63,Mbits/sec
4.17,Mbits/sec
4.74,Mbits/sec
4.43,Mbits/sec
4.48,Mbits/sec
5.55,Mbits/sec
5.37,Mbits/sec
2.3,Mbits/sec
2.91,Mbits/sec
2.48,Mbits/sec
2.55,Mbits/sec
2.54,Mbits/sec
1.54,Mbits/sec
3.03,Mbits/sec
3.18,Mbits/sec
2.85,Mbits/sec
1,Mbits/sec
0.08,Mbits/sec
3.3,Mbits/sec
4.76,Mbits/sec
5.26,Mbits/sec
4.94,Mbits/sec
5.35,Mbits/sec
2.27,Mbits/sec
3.48,Mbits/sec
1,Mbits/sec
3.2,Mbits/sec
3.15,Mbits/sec
2.83,Mbits/sec
0.87,Mbits/sec
3.12,Mbits/sec
2.71,Mbits/sec
3.42,Mbits/sec
0.48,Mbits/sec
0,Mbits/sec
2.24,Mbits/sec
3.74,Mbits/sec
4.31,Mbits/sec
4.25,Mbits/sec
2.87,Mbits/sec
4.59,Mbits/sec
5.57,Mbits/sec
6.19,Mbits/sec
10.6,Mbits/sec
12.3,Mbits/sec
13.3,Mbits/sec
8.91,Mbits/sec
6.31,Mbits/sec
9.03,Mbits/sec
7.34,Mbits/sec
6.13,Mbits/sec
6.51,Mbits/sec
3.3,Mbits/sec
9.65,Mbits/sec
10.6,Mbits/sec
9.98,Mbits/sec
9.44,Mbits/sec
5.31,Mbits/sec
0.11,Mbits/sec
6.98,Mbits/sec
8.35,Mbits/sec
9.82,Mbits/sec
6.29,Mbits/sec
10.7,Mbits/sec
9.44,Mbits/sec
6.91,Mbits/sec
8.52,Mbits/sec
9.3,Mbits/sec
10.6,Mbits/sec
10.1,Mbits/sec
8.04,Mbits/sec
10.4,Mbits/sec
11.3,Mbits/sec
10.9,Mbits/sec
14.7,Mbits/sec
11.8,Mbits/sec
10.5,Mbits/sec
9.83,Mbits/sec
10.3,Mbits/sec
11,Mbits/sec
10.6,Mbits/sec
9.6,Mbits/sec
9.41,Mbits/sec
9.41,Mbits/sec
8.9,Mbits/sec
6.46,Mbits/sec
8.91,Mbits/sec
7.42,Mbits/sec
6.62,Mbits/sec
7.17,Mbits/sec
6.34,Mbits/sec
5.35,Mbits/sec
6.96,Mbits/sec
7.45,Mbits/sec
4.99,Mbits/sec
5.86,Mbits/sec
7.96,Mbits/sec
7.68,Mbits/sec
7.67,Mbits/sec
5.27,Mbits/sec
4.62,Mbits/sec
6.43,Mbits/sec
5.47,Mbits/sec
5.26,Mbits/sec
2.85,Mbits/sec
3.98,Mbits/sec
2.56,Mbits/sec
4.93,Mbits/sec
3.94,Mbits/sec
5.88,Mbits/sec
4.93,Mbits/sec
3.52,Mbits/sec
4.41,Mbits/sec
5.23,Mbits/sec
4.86,Mbits/sec
4.03,Mbits/sec
1.62,Mbits/sec
2.47,Mbits/sec
0.53,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.85,Mbits/sec
2.49,Mbits/sec
4.61,Mbits/sec
6.5,Mbits/sec
6.33,Mbits/sec
4.25,Mbits/sec
2.5,Mbits/sec
4.04,Mbits/sec
3.09,Mbits/sec
2.48,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.89,Mbits/sec
3.39,Mbits/sec
2.77,Mbits/sec
2.51,Mbits/sec
3.11,Mbits/sec
2.58,Mbits/sec
2.16,Mbits/sec
2.3,Mbits/sec
1.38,Mbits/sec
0,Mbits/sec
1.28,Mbits/sec
0.72,Mbits/sec
0.35,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
1.21,Mbits/sec
1.97,Mbits/sec
0.92,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.95,Mbits/sec
2.28,Mbits/sec
1.92,Mbits/sec
3.62,Mbits/sec
2.43,Mbits/sec
2.76,Mbits/sec
2.41,Mbits/sec
3.14,Mbits/sec
4.59,Mbits/sec
0.35,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0.16,Mbits/sec
0.04,Mbits/sec
2.32,Mbits/sec
3.25,Mbits/sec
3.5,Mbits/sec
2.46,Mbits/sec
1.61,Mbits/sec
0.22,Mbits/sec
0.85,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
0,Mbits/sec
2.13,Mbits/sec
5.01,Mbits/sec
5.73,Mbits/sec
4.88,Mbits/sec
3.48,Mbits/sec
3.05,Mbits/sec
4.2,Mbits/sec
3.55,Mbits/sec
3.35,Mbits/sec
2.74,Mbits/sec
1.56,Mbits/sec
3.78,Mbits/sec
4.59,Mbits/sec
4.31,Mbits/sec
4.43,Mbits/sec
4.28,Mbits/sec
4.64,Mbits/sec
2.73,Mbits/sec
1.97,Mbits/sec
1.88,Mbits/sec
1.93,Mbits/sec
3.26,Mbits/sec
3.89,Mbits/sec
3.22,Mbits/sec
3.3,Mbits/sec
4.79,Mbits/sec
3.67,Mbits/sec
5.33,Mbits/sec
3.98,Mbits/sec
1.93,Mbits/sec
2.44,Mbits/sec
1.27,Mbits/sec
2.27,Mbits/sec
1.85,Mbits/sec
1.55,Mbits/sec
1.92,Mbits/sec
1.96,Mbits/sec
2.31,Mbits/sec
2.31,Mbits/sec
2.61,Mbits/sec
3.17,Mbits/sec
2.71,Mbits/sec
4.9,Mbits/sec
6.65,Mbits/sec
3.18,Mbits/sec
5.1,Mbits/sec
4.31,Mbits/sec
6.23,Mbits/sec
8.56,Mbits/sec
5.59,Mbits/sec
5.4,Mbits/sec
3.93,Mbits/sec
5.91,Mbits/sec
5.79,Mbits/sec
5.59,Mbits/sec
5.68,Mbits/sec
6.41,Mbits/sec
7.54,Mbits/sec
6.06,Mbits/sec
6.83,Mbits/sec
10.3,Mbits/sec
7.27,Mbits/sec
8.41,Mbits/sec
8.81,Mbits/sec
9.3,Mbits/sec
8.69,Mbits/sec
7.89,Mbits/sec
5.65,Mbits/sec
7.04,Mbits/sec
7.46,Mbits/sec
8.18,Mbits/sec
10.5,Mbits/sec
6.4,Mbits/sec
6.43,Mbits/sec
6.23,Mbits/sec
6.82,Mbits/sec
6.58,Mbits/sec
6.45,Mbits/sec
6.84,Mbits/sec
6.92,Mbits/sec
7.18,Mbits/sec
7.41,Mbits/sec
6.99,Mbits/sec
6.77,Mbits/sec
5.59,Mbits/sec
3.61,Mbits/sec
6.94,Mbits/sec
9.42,Mbits/sec
10.3,Mbits/sec
9.95,Mbits/sec
9.08,Mbits/sec
9.92,Mbits/sec
9.29,Mbits/sec
7.6,Mbits/sec
8.52,Mbits/sec
8.18,Mbits/sec
8.2,Mbits/sec
7.9,Mbits/sec
6.41,Mbits/sec
9.03,Mbits/sec
8.58,Mbits/sec
7.92,Mbits/sec
7.81,Mbits/sec
7.99,Mbits/sec
5.58,Mbits/sec
6.5,Mbits/sec
7.67,Mbits/sec
8.33,Mbits/sec
9.63,Mbits/sec
8.2,Mbits/sec
6.5,Mbits/sec
7.22,Mbits/sec
7.02,Mbits/sec
7.35,Mbits/sec
3.59,Mbits/sec
2.87,Mbits/sec
3.76,Mbits/sec
8.36,Mbits/sec
7.64,Mbits/sec
6.84,Mbits/sec
9.71,Mbits/sec
9.25,Mbits/sec
8.37,Mbits/sec
9.04,Mbits/sec
10.4,Mbits/sec
9.23,Mbits/sec
10.1,Mbits/sec
10.6,Mbits/sec
11.7,Mbits/sec
10.3,Mbits/sec
8.9,Mbits/sec
6.38,Mbits/sec
6.36,Mbits/sec
6.99,Mbits/sec
6.39,Mbits/sec
5.8,Mbits/sec
6.55,Mbits/sec
7.93,Mbits/sec
9.72,Mbits/sec
10.9,Mbits/sec
10.4,Mbits/sec
11.1,Mbits/sec
10.1,Mbits/sec
11.2,Mbits/sec
11.2,Mbits/sec
11.9,Mbits/sec
11.2,Mbits/sec
11.5,Mbits/sec
9.92,Mbits/sec
9.32,Mbits/sec
11.7,Mbits/sec
10.1,Mbits/sec
10.2,Mbits/sec
9.12,Mbits/sec
7.22,Mbits/sec
8.99,Mbits/sec
8.6,Mbits/sec
10.5,Mbits/sec
11.1,Mbits/sec
11.9,Mbits/sec
11.6,Mbits/sec
10.1,Mbits/sec
10.9,Mbits/sec
4.16,Mbits/sec
5.03,Mbits/sec
4.15,Mbits/sec
4.52,Mbits/sec
4.29,Mbits/sec
4.15,Mbits/sec
4.16,Mbits/sec
3.88,Mbits/sec
4.81,Mbits/sec
4.12,Mbits/sec
4.71,Mbits/sec
5.03,Mbits/sec
3.37,Mbits/sec
5.62,Mbits/sec
5.04,Mbits/sec
3.32,Mbits/sec
2.21,Mbits/sec
3.15,Mbits/sec
3.79,Mbits/sec
4.25,Mbits/sec
4.09,Mbits/sec
4.22,Mbits/sec
3.88,Mbits/sec
3.55,Mbits/sec
4.58,Mbits/sec
3.88,Mbits/sec
3.56,Mbits/sec
3.76,Mbits/sec
3.84,Mbits/sec
4.54,Mbits/sec
4.28,Mbits/sec
3.9,Mbits/sec
3.46,Mbits/sec
2.83,Mbits/sec
2.7,Mbits/sec
4.43,Mbits/sec
4.9,Mbits/sec
4.84,Mbits/sec
4.17,Mbits/sec
4.18,Mbits/sec
4.16,Mbits/sec
4.26,Mbits/sec
4.86,Mbits/sec
4.46,Mbits/sec
4.19,Mbits/sec
3.47,Mbits/sec
2.83,Mbits/sec
3.78,Mbits/sec
3.48,Mbits/sec
3.96,Mbits/sec
4.06,Mbits/sec
5.02,Mbits/sec
4.51,Mbits/sec
4.54,Mbits/sec
4,Mbits/sec
5.03,Mbits/sec
3.72,Mbits/sec
3.67,Mbits/sec
4.43,Mbits/sec
4.56,Mbits/sec
4.12,Mbits/sec
4.25,Mbits/sec
4.48,Mbits/sec
3.95,Mbits/sec
4.85,Mbits/sec
4.26,Mbits/sec
3.33,Mbits/sec
3.39,Mbits/sec
4.65,Mbits/sec
4.14,Mbits/sec
4.86,Mbits/sec
4.5,Mbits/sec
4.08,Mbits/sec
3.86,Mbits/sec
4.24,Mbits/sec
3.78,Mbits/sec
4.07,Mbits/sec
2.95,Mbits/sec
3.59,Mbits/sec
3.22,Mbits/sec
2.95,Mbits/sec
3.38,Mbits/sec
3.73,Mbits/sec
3.79,Mbits/sec
3.82,Mbits/sec
3.75,Mbits/sec
3.22,Mbits/sec
